object_id,first_name,last_name,birthplace,affiliation_name,degree_type,subject,institution,graduated_at,created_at_x,updated_at_x,id,relationship_id,person_object_id,relationship_object_id,start_at,end_at,is_past,sequence,title,created_at_y,updated_at_y
p:26,Peter,Thiel,,Confinity,BA,Philosophy,Stanford University,,2008-06-30 06:37:15,2008-06-30 06:37:15,29.0,29.0,p:26,f:6,,,0.0,6.0,Partner,2007-05-31 20:15:01,2012-03-13 23:08:47
p:29,Gus,Tai,,BillShrink,BA,Applied Mathematics,Harvard University,,2013-06-04 09:35:59,2013-06-04 09:35:59,25.0,25.0,p:29,f:3,1996-05-01,,0.0,10.0,General Partner,2007-05-30 18:23:49,2013-08-12 04:05:45
p:35,George,Zachary,,Millennial Media,,,Massachusetts Institute of Technology,1987-01-01,2013-08-24 09:46:23,2013-08-24 09:46:23,33.0,33.0,p:35,f:7,,,0.0,7.0,General Partner,2007-05-31 20:32:21,2013-08-26 20:19:07
p:125,Ron,Conway,,Angel Investors LP,BS,Political Science,San Jose State University,,2012-03-06 14:30:10,2012-03-07 02:48:31,428.0,428.0,p:125,c:134,,,0.0,6.0,Investor,2007-07-11 15:58:47,2010-03-21 05:09:29
p:135,Josh,Kopelman,"Great Neck, New York",First Round Capital,BS,Entrepreneurial Management and Marketing,University of Pennsylvania,,2008-05-08 07:06:54,2008-05-08 07:06:54,5501.0,5501.0,p:135,f:29,,,0.0,19.0,Partner,2008-02-08 21:15:56,2013-01-24 08:27:35
p:195,Paul,Graham,,YCombinator,BA,,Cornell University,1986-01-01,2008-08-05 20:18:10,2008-12-09 06:58:24,6693.0,6693.0,p:195,c:2520,,,0.0,131777.0,Partner,2008-02-21 23:02:05,2010-07-09 08:52:49
p:378,Peter,Gardner,,Last.fm,,,,,,,391.0,391.0,p:378,c:132,,,1.0,1.0,Investor,2007-07-11 10:14:30,2010-11-23 15:10:31
p:405,Barry,Eggers,,Lightspeed Venture Partners,MBA,,Stanford University,,2010-06-16 20:23:07,2013-12-11 11:46:53,421.0,421.0,p:405,f:94,1997-01-15,,0.0,4.0,Partner,2007-07-11 14:35:05,2013-12-11 11:43:47
p:440,Kevin,Harvey,,freebase,BA,Degree,Rice University,1987-01-01,2013-08-04 07:22:55,2013-08-04 07:22:55,774.0,774.0,p:440,f:48,,,0.0,3.0,General Partner,2007-07-19 07:12:52,2013-08-04 07:22:41
p:463,Sujit,Banerjee,,BlueRun Ventures,MBA,"Finance, General",University of Pennsylvania - The Wharton School,2000-01-01,2013-09-10 10:24:05,2013-09-10 10:24:05,484.0,484.0,p:463,f:101,2003-02-01,2010-07-01,1.0,5.0,Partner,2007-07-12 09:55:56,2013-09-10 10:29:19
p:524,Robin,Klein,,The Accelerator Group,MS,Engineering,University of the Witwatersrand,1969-01-01,2013-08-07 01:01:31,2013-08-07 01:01:31,71423.0,71423.0,p:524,f:18,2010-04-25,,0.0,324307.0,Venture Partner,2010-04-25 15:56:20,2013-08-07 01:24:24
p:526,Ram,Shriram,"Chennai (Tamil Nadu, India)",Sherpalo Ventures,BS,Business,Queen's University,,2010-08-01 20:12:33,2012-07-27 11:58:34,549.0,549.0,p:526,f:114,,,0.0,6.0,Managing Partner,2007-07-14 05:45:56,2013-09-11 10:48:07
p:576,Isaac,Applbaum,,Opus Capital,,,,,,,603.0,603.0,p:576,f:121,,,1.0,1.0,General Partner,2007-07-17 04:33:26,2013-08-31 08:50:11
p:628,Bob,Pittman,,ilike,,,,,,,5061.0,5061.0,p:628,f:313,,,0.0,3.0,Investor,2008-01-18 08:26:57,2013-10-29 06:40:41
p:750,Eric,Chin,,Bay Partners,BA,,Dartmouth College,,2013-08-13 09:01:29,2013-08-13 09:01:29,115899.0,115899.0,p:750,f:113,2010-09-01,,0.0,6.0,General Partner,2011-06-02 17:12:57,2013-01-25 04:48:02
p:752,Neal,Dempsey,,Bay Partners,BA,Degree,University of Washington,1964-01-01,2013-07-02 19:02:10,2013-10-18 02:10:25,792.0,792.0,p:752,f:149,,,0.0,6.0,General Partner,2007-07-19 08:12:44,2013-08-13 11:43:32
p:812,Peter,Lipson,,Photoways,MBA,,Harvard University,2001-01-01,2013-09-12 11:27:29,2013-09-12 11:27:29,858.0,858.0,p:812,c:229,,,0.0,2.0,Investor,2007-07-20 09:55:23,2013-02-21 12:48:45
p:963,Ron,Belt,,Lowland Capital Partners BV,,,,,,,1022.0,1022.0,p:963,f:178,,,0.0,1.0,Partner,2007-07-25 11:58:48,2008-02-05 22:43:58
p:1129,David,Sze,,LinkedIn,MBA,,Stanford University,,2013-05-05 11:03:42,2013-06-29 03:03:44,14708.0,14708.0,p:1129,f:1,,,0.0,4.0,Partner,2008-06-11 19:31:15,2010-01-12 22:05:50
p:1131,Ronald,Fisher,,Softbank Capital,MBA,,Columbia University,,2013-08-12 05:39:14,2013-08-12 05:39:14,1202.0,1202.0,p:1131,f:214,,,0.0,2.0,Managing Partner,2007-08-01 13:01:06,2013-08-12 07:23:12
p:1223,John,Balen,,EzRez Software,BS,Electrical and Electronics Engineering,Cornell University,1982-01-01,2013-07-15 05:43:23,2013-08-26 04:34:32,1331.0,1331.0,p:1223,f:215,1995-09-01,,0.0,4.0,General Partner,2007-08-04 13:34:40,2013-08-26 04:32:46
p:1247,John,Shoch,,Alloy Ventures,BA,Political Science,Stanford University,1971-01-01,2013-08-14 11:20:41,2013-08-14 11:20:41,1320.0,1320.0,p:1247,f:204,1996-01-01,,0.0,1.0,General Partner,2007-08-04 13:27:11,2013-08-14 11:40:22
p:1426,Edward,Anderson,,North Bridge Venture Partners,,,,,,,1411.0,1411.0,p:1426,f:243,,,0.0,1.0,Managing Partner,2007-08-11 04:45:11,2013-08-27 07:09:15
p:1438,Jeff,Bezos,"Albuquerque, New Mexico, USA",Bezos Expeditions,MS,,Princeton University,,2013-06-26 13:17:13,2013-06-26 13:17:13,9908.0,9908.0,p:1438,f:168,,,0.0,3.0,Investor,2008-04-08 23:00:52,2013-09-18 08:34:41
p:1734,Bill,Nighan,,Incubic Venture Fund,,,,,,,1723.0,1723.0,p:1734,f:285,,,0.0,1.0,Partner,2007-08-22 13:03:37,2008-02-05 22:44:01
p:2072,Ryan,Swagar,,Venture51,,,,,,,32304.0,32304.0,p:2072,c:15616,,,0.0,1.0,Managing Partner,2009-01-27 04:28:09,2011-04-07 01:29:01
p:2175,Klaus,Hommels,,Balderton Capital,PhD,Finance,Fribourg University (Switzerland),,2008-04-01 10:32:17,2013-11-17 07:39:53,6797.0,6797.0,p:2175,f:105,,,1.0,178797.0,Venture Partner,2008-02-22 19:35:51,2013-11-17 07:39:28
p:2701,Eric,Hahn,,Zimbra,,,,,,,32519.0,32519.0,p:2701,f:442,,,0.0,1.0,Investing Partner,2009-01-29 07:59:03,2009-04-20 19:34:07
p:2713,Anne,Mitchell,,Xoom,,,,,,,14266.0,14266.0,p:2713,f:46,,,0.0,1.0,Partner,2008-06-08 02:08:14,2008-06-09 19:40:36
p:2813,Shelby,Bonnie,,CNET Networks,MBA,,Harvard University,,2008-06-20 22:55:47,2008-06-23 17:36:32,2836.0,2836.0,p:2813,c:1042,,,0.0,1.0,Partner,2007-10-09 10:29:42,2008-07-29 18:16:21
p:2955,Matt,Murphy,,Dash,MBA,MBA,Stanford University,1996-01-01,2013-08-05 10:22:29,2013-08-28 06:27:07,7491.0,7491.0,p:2955,f:41,1999-09-01,,0.0,2.0,Partner,2008-03-06 19:44:41,2013-08-28 06:22:30
p:3159,Tim,Connors,,Blekko,BS,Engineering,University of Notre Dame,1989-01-01,2009-11-20 21:40:38,2013-06-30 04:07:09,26730.0,26730.0,p:3159,f:192,,,1.0,5.0,General Partner,2008-11-27 05:32:07,2011-10-21 00:06:34
p:3290,Paul,BÃ¶hm,,YEurope,,,,,,,3372.0,3372.0,p:3290,f:490,,2009-10-01,1.0,1.0,Partner,2007-11-06 11:58:41,2011-06-15 18:11:15
p:3319,Richard,Fade,,Ignition Partners,,,,,,,58085.0,58085.0,p:3319,f:62,,,0.0,1.0,Partner,2009-12-07 20:18:00,2009-12-07 20:18:00
p:3430,Roger,Lee,,Peerflix,BA,Political Science,Yale University,,2013-08-06 09:38:12,2013-08-09 19:22:55,70760.0,70760.0,p:3430,f:137,2001-12-01,,0.0,2.0,General Partner,2010-04-19 04:20:42,2013-08-24 07:31:42
p:3700,JÃ¸rgen,Rode,,b2bCRM,,,,,,,3213.0,3213.0,p:3700,c:1200,,,0.0,1.0,Partner,2008-02-05 22:44:09,2008-02-05 22:44:09
p:3748,Eli,Barkat,,BRM Capital,BS,Computer Science & Mathematics,Hebrew University of Jerusalem,,2013-08-15 12:47:53,2013-08-30 04:08:27,7893.0,7893.0,p:3748,f:53,,,0.0,4.0,Managing Partner,2008-03-12 09:03:24,2013-08-15 13:17:53
p:3793,Stuart,Ellman,,RRE Ventures,MBA,,Harvard University,,2009-06-06 09:12:10,2009-06-06 09:12:10,3892.0,3892.0,p:3793,f:269,,,0.0,6.0,Managing Partner,2007-11-30 09:01:19,2010-07-26 19:13:21
p:3884,Eilon,Tirosh,,KnockaTV,,,,,,,344907.0,344907.0,p:3884,c:90052,,,0.0,1.0,Investor,2013-08-10 16:45:51,2013-08-10 16:45:51
p:4227,Albert,Wenger,,Union Square Ventures,PhD,Information Technology,Massachusetts Institute of Technology (MIT),1996-01-01,2013-06-25 06:16:37,2013-06-25 06:16:37,5607.0,5607.0,p:4227,f:45,,,0.0,15.0,Managing Partner,2008-02-10 17:47:14,2010-12-06 02:52:08
p:4523,Pascal,Levensohn,,Hooja,BA,Government,Harvard University,1981-01-01,2013-08-01 09:23:08,2013-08-01 09:23:08,47463.0,47463.0,p:4523,f:1666,1996-01-01,,0.0,2.0,Managing Partner,2009-08-04 02:34:01,2013-08-01 09:28:26
p:4660,David,Frankel,,Big Think,BS,Electrical Engineering,University of Illinois,,2008-03-11 03:51:02,2008-03-11 03:51:02,7731.0,7731.0,p:4660,f:179,,,0.0,1.0,Venture Partner,2008-03-11 02:44:27,2013-10-30 07:14:32
p:4706,Marc,Samwer,,MFG.com,,,,,,,5069.0,5069.0,p:4706,f:319,,,0.0,4.0,Investor,2008-01-18 08:41:35,2013-09-12 06:14:43
p:4779,Andrew,Reis,,First Page Network,BA,Management,Hofstra University,1997-01-01,2011-10-18 14:51:47,2011-10-23 03:40:54,111306.0,111306.0,p:4779,c:74907,,,1.0,3.0,Investor,2011-04-28 19:53:29,2013-07-19 20:16:20
p:4926,Uwe,Feuersenger,,aeris Capital,,,,,,,5126.0,5126.0,p:4926,f:761,,,0.0,1.0,Investor,2008-01-20 03:43:01,2009-09-12 02:34:37
p:5170,Andrew,Braccia,,Accel Partners,BS,Business Administration,University of Arizona,,2008-06-11 19:19:22,2008-06-11 19:19:22,5416.0,5416.0,p:5170,f:4,,,0.0,3.0,Partner,2008-02-08 01:26:05,2010-01-14 21:21:48
p:5255,Mattias,Ljungman,,Atomico,BA,Geography and Economics,McGill University,1996-01-01,2011-08-05 16:32:52,2013-06-02 21:11:26,5519.0,5519.0,p:5255,f:32,2006-01-01,,0.0,6.0,Partner,2008-02-09 00:25:57,2013-08-31 05:10:48
p:5565,Dan,Rua,"Tampa, FL, USA",PayPerPost,MBA,Entrepreneurship and Venture Capital,UNC Kenan-Flagler Business School,1999-01-01,2008-07-01 03:43:43,2008-07-01 17:11:55,5861.0,5861.0,p:5565,f:27,,,0.0,4.0,Managing Partner,2008-02-12 03:30:58,2008-03-03 19:31:46
p:5566,Michael,Barach,,Village Voice,BA,"History, Economics",Amherst College,1980-01-01,2009-05-18 10:30:37,2013-08-27 05:58:30,5860.0,5860.0,p:5566,f:28,2001-01-01,,0.0,3.0,Venture Partner,2008-02-12 03:29:47,2013-08-30 04:42:52
p:5660,Ron,Lissak,,Catapult Advisors,MS,International Economics & International Relations,Johns Hopkins School of Advanced International Studies (SAIS),1986-01-01,2012-03-20 22:40:53,2012-03-25 06:08:06,5963.0,5963.0,p:5660,f:816,,,0.0,1.0,Managing Partner,2008-02-12 18:58:40,2008-02-12 18:58:40
p:5882,Yoav,Andrew Leitersdorf,,YL Ventures,MBA,,Columbia University,2003-01-01,2011-11-18 00:38:45,2011-11-19 04:28:12,6204.0,6204.0,p:5882,f:611,2007-01-01,,0.0,336080.0,Managing Partner,2008-02-15 09:22:09,2011-11-19 04:29:18
p:7240,Will,Price,Germany,Hummer Winblad Venture Partners,,,,,,,7810.0,7810.0,p:7240,f:510,,,1.0,1.0,Partner,2008-03-11 15:54:14,2013-08-21 04:38:57
p:7874,Bjørn,Stray,,Northzone,MS,Business Adm & Economics,"NHH in Bergen, Norwa",1989-01-01,2013-09-04 05:37:32,2013-09-04 05:37:32,8574.0,8574.0,p:7874,f:696,1996-01-01,,0.0,1.0,General Partner,2008-03-21 07:48:59,2013-09-04 05:37:56
p:8034,Harry,Hallman,Philadelphia Pa,Octane Interactive,,,,,,,8766.0,8766.0,p:8034,c:3557,,,0.0,1.0,Partner,2008-03-24 15:45:54,2008-03-24 15:45:54
p:8459,Reshma,Sohoni,,Seedcamp,,,INSEAD,2003-01-01,2013-09-06 08:29:28,2013-09-06 08:29:28,164346.0,164346.0,p:8459,c:591,2010-06-01,,0.0,2.0,Partner,2012-06-14 17:50:25,2013-09-06 08:32:54
p:8622,BjÃ¶rn,Fant,Stockholm,Connecta,,,,,,,9507.0,9507.0,p:8622,c:3883,,,1.0,1.0,Consultant,2008-04-03 10:04:04,2008-04-03 10:04:04
p:9263,Paul,Jozefak,"Bratislava, Slovakia",verwandt.de,BA,Finance,Rutgers University,1997-01-01,2008-12-01 12:44:57,2008-12-02 00:22:25,10292.0,10292.0,p:9263,f:999,,,1.0,2.0,Managing Partner,2008-04-13 23:06:02,2012-01-04 04:38:59
p:9491,Dave,Pell,,Arba Seed Investment Group,MS,Education,Harvard University,,2008-04-18 00:05:56,2013-10-20 06:17:05,10577.0,10577.0,p:9491,f:1012,,,0.0,1.0,Managing Partner,2008-04-18 00:05:56,2008-04-18 00:05:56
p:9539,Elias,Bizannes,Sydney,PricewaterhouseCoopers,BA,"Accounting, Finance, business law",University of Sydney,2004-01-01,2008-04-20 14:04:45,2008-04-20 14:04:45,10624.0,10624.0,p:9539,c:4527,,,0.0,1.0,Consultant,2008-04-20 14:04:46,2010-08-10 21:03:45
p:9805,Dennis,Baldwin,,Breakaway Ventures,,,,,,,10957.0,10957.0,p:9805,f:1022,,,0.0,1.0,Managing Partner,2008-04-27 20:55:36,2008-04-27 20:55:36
p:9830,Jean-Sebastian,Cournoyer,Montreal,Real Ventures,BS,,Middlebury College,1996-01-01,2013-09-18 05:04:22,2013-09-18 05:04:22,90413.0,90413.0,p:9830,f:6126,,,0.0,4.0,Partner,2010-10-27 16:55:42,2010-10-27 16:55:42
p:10059,Chris,Tingom,"Phoenix, AZ",Tornado Design,,,,,,,11265.0,11265.0,p:10059,c:4696,,,0.0,1.0,Partner,2008-05-03 19:16:38,2013-06-27 22:05:19
p:11904,Miles,Spencer,,Vaux les Ventures,,,,,,,13568.0,13568.0,p:11904,f:1131,,,0.0,3.0,Managing Partner,2008-05-30 05:36:27,2008-05-30 05:36:27
p:12303,Devin,Mathews,,Baird Venture Partners,,,,,,,14056.0,14056.0,p:12303,f:1169,2005-05-01,2010-05-31,1.0,1.0,Partner,2008-06-05 16:57:42,2010-06-18 19:28:21
p:12499,Lewis,Gersh,,"Gersh Venture Partners, LLC",JD,"MIP, Law/Masters Degree in Intellectual Property",University of New Hampshire School of Law,1996-01-01,2013-09-03 06:20:28,2013-09-03 06:20:28,14296.0,14296.0,p:12499,f:1183,,,1.0,1.0,Managing Partner,2008-06-08 13:36:17,2009-11-09 00:23:52
p:12593,Tom,Bevilacqua,,ArrowPath Venture Partners,JD,Law,"University of California, Hastings College of the Law",1981-01-01,2013-08-12 11:37:38,2013-08-12 11:37:38,23858.0,23858.0,p:12593,f:1462,1999-12-01,2007-11-01,1.0,4.0,Managing Partner,2008-10-28 18:56:02,2013-08-12 11:41:32
p:13315,Burton,Sauls,,CityTrex,,,,,,,15256.0,15256.0,p:13315,c:6908,,,0.0,1.0,Managing Partner,2008-06-19 20:38:56,2008-11-01 22:25:01
p:13335,Wayne,D. Kimmel,,SeventySix Captial,BA,,University of Maryland,1992-01-01,2009-03-03 20:01:33,2012-10-10 14:04:59,15828.0,15828.0,p:13335,f:1228,1999-01-01,,0.0,1.0,Managing Partner,2008-06-25 23:50:59,2013-07-30 21:05:01
p:13443,Mehmet,Subasi,,Vodaco Web Strategies,,,,,,,15424.0,15424.0,p:13443,c:7017,,,0.0,1.0,Managing Partner,2008-06-23 07:52:32,2008-06-24 19:58:16
p:13828,Zachary,Shulman,,Cayuga Venture Fund,JD,,Cornell University,,2013-12-06 05:47:42,2013-12-06 05:47:42,15876.0,15876.0,p:13828,f:1241,2004-01-01,,0.0,2.0,Managing Partner,2008-06-26 08:35:04,2013-12-06 05:44:25
p:14152,John,Stokes,UK,QuietAgent,BS,Sports Science,Manchester Metropolitan University,1989-01-01,2008-08-12 02:52:19,2013-06-26 04:01:27,16294.0,16294.0,p:14152,f:1257,2007-02-01,,0.0,16.0,Managing Partner,2008-07-01 12:23:46,2013-06-26 03:55:44
p:15335,Patrick,Tipton,,North Haven Partners,,,,,,,17779.0,17779.0,p:15335,f:1324,,,0.0,1.0,Partner,2008-07-23 16:52:30,2008-07-23 23:59:35
p:15784,John,Hagel,,Deloitte Consulting,MBA,,Harvard University,,2008-07-31 00:07:18,2008-08-01 04:49:25,18308.0,18308.0,p:15784,c:4090,,,1.0,6.0,Consultant,2008-07-31 00:07:19,2013-06-21 17:28:18
p:15795,Bill,Maris,,Google Ventures,BA,Neuroscience,"Middlebury College, Mountain View, CA",,2011-08-15 21:54:29,2013-06-05 08:40:37,36446.0,36446.0,p:15795,f:2195,,,0.0,2.0,Managing Partner,2009-03-31 08:03:02,2013-06-05 08:45:45
p:15885,Paul,Asel,,International Finance Corporation,MBA,,Stanford University,1991-01-01,2008-08-01 15:46:23,2013-09-12 04:32:45,18437.0,18437.0,p:15885,f:1106,2005-01-01,,0.0,5.0,Partner,2008-08-01 15:42:17,2013-09-18 18:39:25
p:16057,Brian,Hirsch,,Pontiflex,BA,Economics & American Studies,Brandeis University,1995-01-01,2013-04-19 17:20:28,2013-06-07 08:38:54,18685.0,18685.0,p:16057,f:1034,,,0.0,10.0,Managing Partner,2008-08-05 02:56:58,2013-11-12 00:43:43
p:16514,Todd,Chaffee,,Institutional Venture Partners,BS,"Business Administration and Management, General",University of Minnesota Carlson Business School,,2009-06-15 12:46:20,2013-08-22 06:05:16,19257.0,19257.0,p:16514,f:484,,,0.0,1.0,General Partner,2008-08-15 05:29:06,2013-08-22 05:42:14
p:16693,Chris,Breshears,"Caldwell, Idaho",ArtHitch,,Criminal Justice/Police Science,Boise State University,,2013-11-20 09:25:50,2013-11-20 09:25:50,19500.0,19500.0,p:16693,c:8330,,,0.0,3.0,Partner,2008-08-20 05:03:03,2013-11-20 01:12:41
p:16695,Alex,Bernstein,"Royal Oak, MI","Echo Networks, Inc.",BA,"Political Science, English, Economics",Amherst College,1997-01-01,2008-08-20 07:34:22,2008-08-21 19:32:08,19501.0,19501.0,p:16695,c:9789,,,1.0,2.0,Investor,2008-08-20 07:34:22,2010-04-06 06:34:28
p:17106,Auren,Hoffman,,Huddler,BS,Industrial Engineering and Operations Research,"University of California, Berkeley",1996-01-01,2009-06-24 00:37:07,2013-08-12 05:57:16,29641.0,29641.0,p:17106,c:8841,,,0.0,11.0,Angel Investor,2008-12-18 19:20:22,2012-03-14 12:11:05
p:17859,James,Eglin,,SysArc,BA,Political Science,George Mason University,1985-01-01,2010-02-03 19:48:13,2010-02-03 22:27:53,20987.0,20987.0,p:17859,c:10825,,,1.0,1.0,Partner,2008-09-09 21:17:09,2012-06-01 20:24:53
p:17929,Kirill,Suslov,Moscow,Niimozga,,,,,,,21080.0,21080.0,p:17929,c:10879,,,0.0,1.0,Investor,2008-09-10 23:05:09,2008-09-12 17:08:51
p:18161,Egbert,van Keulen,"Amersfoort, The netherlands",eBay.nl,BA,HEAO-CE,HES Amsterdam,1993-01-01,2013-09-01 03:55:55,2013-09-01 03:55:55,35206.0,35206.0,p:18161,c:7415,2007-08-01,2010-05-01,1.0,5.0,Partner,2009-03-12 19:31:37,2013-12-09 09:23:02
p:18189,Tony,Fish,,mashup* Event,,,,,,,21429.0,21429.0,p:18189,c:11099,,,0.0,1.0,Partner,2008-09-16 20:32:25,2008-09-17 00:28:51
p:18293,Chris,Evdemon,,Eastern Bell Venture Capital,,,,,,,21543.0,21543.0,p:18293,f:1464,,,0.0,2.0,Venture Partner,2008-09-18 05:24:09,2009-11-18 18:45:27
p:18333,Daniel,Waterhouse,,Livebookings,PhD,Mathermatics,University of Oxford,1995-01-01,2013-08-21 07:01:57,2013-08-21 07:01:57,65071.0,65071.0,p:18333,f:195,2008-09-01,2013-10-01,1.0,4.0,General Partner,2010-02-12 21:32:25,2013-10-17 18:12:18
p:19313,M.,Cem Sertoglu,,Young Turk Ventures,BA,Economics,The University of Texas at Austin,,2013-07-25 11:07:33,2013-07-25 11:07:47,22748.0,22748.0,p:19313,f:1491,2008-01-01,2009-09-01,1.0,3.0,Partner,2008-10-09 11:52:14,2013-09-20 05:29:38
p:19472,Jean-Denis,CORNILLOT,France,Acta Finance,,,,,,,22942.0,22942.0,p:19472,f:1501,2006-09-01,,0.0,1.0,Managing Partner,2008-10-14 11:34:58,2012-03-27 18:31:18
p:19991,Max,Bautin,,IQ Capital Partners,BS,Economics,University of Maryland,,2009-05-22 08:04:27,2009-05-22 08:04:27,23647.0,23647.0,p:19991,f:1522,,,0.0,6.0,Partner,2008-10-24 14:24:46,2013-10-13 11:01:07
p:20081,Judson,B. Traphagen,,Plough Penny Partners,MBA,,Columbia University - Columbia Business School,,2013-11-12 07:17:53,2013-11-12 07:17:53,96525.0,96525.0,p:20081,f:4742,,,0.0,1.0,Partner,2010-12-28 17:43:54,2010-12-28 17:43:54
p:20432,Todd,Hixon,,New Atlantic Ventures,BA,Physics,Princeton University,1972-01-01,2011-11-28 22:32:15,2013-08-29 07:23:37,53890.0,53890.0,p:20432,f:733,2006-09-01,,0.0,2.0,Managing Partner,2009-10-19 21:07:52,2013-08-29 07:24:46
