object_id,first_name,last_name,birthplace,affiliation_name,degree_type,subject,institution,graduated_at,created_at_x,updated_at_x,id,relationship_id,person_object_id,relationship_object_id,start_at,end_at,is_past,sequence,title,created_at_y,updated_at_y
p:185429,Arnold,Schlesinger,"Beverly Hills, CA",AVG Partners,,,,,,,218727.0,218727.0,p:185429,f:8433,,,0.0,1.0,General Partner,2013-04-26 19:48:46,2013-04-28 05:50:21
p:187086,Hanson,Li,Hong Kong,Zebo,MBA,,Stanford University,2004-01-01,2013-05-02 17:54:16,2013-05-02 22:19:02,224838.0,224838.0,p:187086,c:204797,2001-01-01,,0.0,1.0,Managing Partner,2013-05-02 17:54:16,2013-05-02 22:19:02
p:187722,Nacho,Vilela,Madrid,StartCaps Ventures,,,,,,,227490.0,227490.0,p:187722,f:11171,2011-09-01,,0.0,1.0,Managing Partner,2013-05-05 20:05:36,2013-05-10 14:29:47
p:188037,Jordan,Pack,,Sunder Capital,,Business,The Ohio Sate University,,2013-08-14 00:59:49,2013-08-14 09:49:42,228584.0,228584.0,p:188037,f:11185,,,0.0,2.0,Managing Partner,2013-05-06 21:57:58,2013-07-11 23:19:53
p:188760,Josh,Squires,Texas,MoWerks LLC,BA,History,Texas Lutheran University,2001-01-01,2013-05-09 12:10:33,2013-05-11 20:23:15,231626.0,231626.0,p:188760,c:208192,2009-11-01,,0.0,1.0,Partner,2013-05-09 12:10:33,2013-05-11 20:23:15
p:189513,Georgi,Malchev,,social ninja,,,American University in Bulgaria,2004-01-01,2013-05-13 12:14:42,2013-05-13 12:14:42,235727.0,235727.0,p:189513,c:209828,,,0.0,3.0,Partner,2013-05-13 12:12:11,2013-05-13 12:12:11
p:189574,Savvas,Constantinides,UK,Hi Mum! Said Dad,MS,Digital Signal Processing,Kings College London,2003-01-01,2013-05-13 17:37:46,2013-05-15 12:44:02,235978.0,235978.0,p:189574,c:181066,,,0.0,1.0,Managing Partner,2013-05-13 17:37:46,2013-05-15 12:44:02
p:190546,Steven,Sweat,,"Glotzer & Sweat, LLP",BS,Social Sciences,Florida State University,1992-01-01,2013-05-17 00:53:13,2013-05-17 14:11:38,239395.0,239395.0,p:190546,c:211394,2007-01-01,,1.0,1.0,Partner,2013-05-17 00:53:13,2013-05-24 17:19:42
p:192326,Michael,Barnea,,Barnea & Co.,,Law,Tel Aviv University,,2013-05-23 11:25:14,2013-05-24 06:00:42,247686.0,247686.0,p:192326,c:214788,,,0.0,1.0,Managing Partner,2013-05-23 11:25:14,2013-05-24 06:00:42
p:194353,Steve,Spalding,New York,Crossing Gaps LLC,MS,Electrical Engineering,University of Florida,2008-01-01,2013-05-29 19:32:54,2013-05-29 21:40:41,256408.0,256408.0,p:194353,c:218246,2008-03-13,2013-05-29,1.0,1.0,Managing Partner,2013-05-29 19:32:55,2013-05-29 21:40:41
p:195434,Nichlous,Vade,California,Tutorchrome.com,,,,,,,261719.0,261719.0,p:195434,c:220582,2008-01-01,2013-06-03,1.0,1.0,Consultant,2013-06-03 13:03:01,2013-06-03 14:15:52
p:196525,Fabian,Heilemann,Bad Pyrmont,DailyDeal GmbH,,,,,,,265922.0,265922.0,p:196525,f:9095,2009-01-01,,0.0,1.0,Partner,2013-06-06 12:55:37,2013-06-06 17:35:25
p:196665,Eric,Kagan,Massachusetts,Sierra Maya Ventures,BS,"Accounting, Finance",University of Massachusetts - School of Management,1992-01-01,2013-06-07 01:42:51,2013-06-07 17:07:06,266432.0,266432.0,p:196665,c:222489,2013-04-01,,0.0,1.0,Managing Partner,2013-06-06 22:46:02,2013-06-06 23:59:38
p:197731,Andre Linh,Raoul,France,Pole Capital,BS,"Bank, Finance and Insurance",University of Paris Dauphine,2005-01-01,2013-06-11 11:04:10,2013-06-11 18:07:29,270640.0,270640.0,p:197731,f:11779,2008-08-01,2013-06-11,1.0,1.0,Managing Partner,2013-06-11 11:04:10,2013-06-11 18:07:29
p:200513,Radu,Daniel,,Golf Media SRL,,,,,,,290842.0,290842.0,p:200513,c:232468,2007-04-01,,0.0,1.0,Managing Partner,2013-06-27 15:05:05,2013-06-27 20:05:06
p:202004,Mbwana,Alliy,"Dar es Salaam, Tanzania",Savannah Fund,BS,Engineering,Bristol University,,2013-06-24 17:44:11,2013-06-24 17:44:11,286528.0,286528.0,p:202004,f:11756,,,0.0,1.0,Managing Partner,2013-06-24 17:41:28,2013-06-24 17:41:28
p:204032,Steve,Brumer,,151 Advisors,MS,,City University of New York,,2013-07-01 20:32:25,2013-07-02 21:58:23,295446.0,295446.0,p:204032,c:233079,,,0.0,1.0,Partner,2013-07-01 20:32:25,2013-07-02 21:58:24
p:205133,Bruce,Provda,New York,Provda Law Firm,JD,Law,Hofstra University School of Law,1973-01-01,2013-07-04 17:23:12,2013-07-08 23:10:59,299085.0,299085.0,p:205133,c:234877,1974-04-03,2013-07-04,1.0,2.0,Partner,2013-07-04 17:23:12,2013-07-08 23:10:59
p:210742,Matthew,Bartus,,Cooley LLP,,,,,,,319012.0,319012.0,p:210742,c:57130,,,0.0,1.0,Partner,2013-07-21 17:10:29,2013-07-22 23:12:09
p:210774,YY,Lai,,NTU Venture,,Executive Management Programme,Tsinghua University,2012-01-01,2013-07-21 22:35:04,2013-07-21 22:35:04,319117.0,319117.0,p:210774,f:3414,,,0.0,1.0,Partner,2013-07-21 22:31:32,2013-07-21 22:31:32
p:210776,Kay-Mok,Ku,,Gobi Partners,MBA,,San Jose University,,2013-07-21 22:39:23,2013-07-21 22:39:23,319118.0,319118.0,p:210776,f:4448,2010-01-01,,0.0,1.0,Partner,2013-07-21 22:39:23,2013-07-21 22:39:34
p:210789,Jael,Rawet,,JRHX,,Chemical Engineering,Universidade Presbiteriana Mackenzie,1976-01-01,2013-07-22 00:50:30,2013-07-22 23:14:36,319129.0,319129.0,p:210789,c:239866,2007-01-01,,0.0,1.0,Managing Partner,2013-07-22 00:50:30,2013-07-22 23:14:36
p:211627,Maxwell,Gover,"East Lansing, MI",Siimphony,BA,,Michigan State University,2013-01-01,2013-07-23 22:58:31,2013-07-23 23:13:37,322007.0,322007.0,p:211627,c:240634,2012-03-05,2013-07-23,1.0,1.0,Partner,2013-07-23 22:58:32,2013-07-23 23:13:38
p:212372,Rodrigo,Sanchez Servitje,,b37 Ventures,,,,,,,324837.0,324837.0,p:212372,f:12770,,,0.0,1.0,Managing Partner,2013-07-25 15:39:05,2013-07-26 14:48:23
p:213076,Dino,Paravandis,,Cambo Industries,,,,,,,327551.0,327551.0,p:213076,c:242121,,,0.0,1.0,Partner,2013-07-27 22:53:57,2013-07-30 21:22:56
p:214730,Andrey,Kozlov,,CLS Capital,,,,,,,333874.0,333874.0,p:214730,f:9111,,,0.0,1.0,Partner,2013-08-01 15:13:43,2013-08-02 13:00:23
p:214824,Bryan,Buchert,San Francisco,Electric State of Mind,BA,Sociology,"University of California, Berkeley",2012-01-01,2013-08-01 23:40:12,2013-08-02 00:48:02,334050.0,334050.0,p:214824,c:244048,2012-01-01,,0.0,1.0,Partner,2013-08-01 23:40:13,2013-08-02 00:48:02
p:215722,Paul,Danziger,South Africa,Danziger & De Llano,,,,,,,338522.0,338522.0,p:215722,c:245044,,,0.0,1.0,Partner,2013-08-05 14:44:59,2013-08-05 22:57:33
p:216204,Will,Wynperle,,Shamrock Capital Advisors,BA,Government & Economics,Dartmouth College,,2013-08-06 22:51:48,2013-08-07 02:46:30,340326.0,340326.0,p:216204,f:7696,1998-01-01,,0.0,6.0,Partner,2013-08-06 22:51:48,2013-08-06 23:18:28
p:217025,Kjetil,Clementsen,Stavanger,Snowmakers VC,BS,Management and administration,University of Stavanger (UiS),2006-01-01,2013-08-08 20:51:10,2013-08-12 09:41:33,343141.0,343141.0,p:217025,c:246149,2012-01-01,2013-08-08,1.0,1.0,Managing Partner,2013-08-08 20:51:11,2013-08-09 22:37:08
p:217390,Janica,Lane,,Partnership Capital Growth,MBA,,Stanford Graduate School of Business,,2013-08-21 21:50:32,2013-08-21 21:50:32,344021.0,344021.0,p:217390,f:6321,,,0.0,1.0,Partner,2013-08-09 18:25:25,2013-08-09 18:25:25
p:221054,Zack,Fasel,,Urbane Security,,,,,,,352010.0,352010.0,p:221054,c:255088,2012-09-01,,0.0,1.0,Managing Partner,2013-08-15 21:29:35,2013-10-01 23:05:44
p:224496,Lany,Soesanto,,New York Life Insurance Co,BA,Accounting,City University of New York,1997-01-01,2013-08-24 04:20:55,2013-08-24 04:20:55,364236.0,364236.0,p:224496,c:247749,,,0.0,2.0,Consultant,2013-08-24 04:20:55,2013-08-24 04:20:55
p:225191,David C.,Kiernan,"Red Bank, New Jersey, USA",Williams & Connolly LLP,MS,,Duke University School of Medicine,1985-01-01,2013-08-26 07:13:30,2013-11-30 12:26:37,367807.0,367807.0,p:225191,f:11745,,,0.0,1.0,Partner,2013-08-26 07:13:30,2013-08-26 07:13:30
p:225593,Ryan,Turner,,Beceem Communications,MBA,Business,Harvard University,1998-01-01,2013-08-27 05:16:45,2013-08-27 05:16:45,369349.0,369349.0,p:225593,c:26556,,,0.0,2.0,Investor,2013-08-27 05:16:45,2013-08-27 05:16:45
p:226842,Øyvind,Gran,Oslo,Vippy,,,,,,,373285.0,373285.0,p:226842,c:259149,2011-01-01,,0.0,1.0,Partner,2013-08-29 15:37:04,2013-08-29 15:46:45
p:228325,Khuram,Hussain,,"JP Morgan Co., Inc.",MBA,,"University of California, Berkeley - Walter A. Haas School of Bu",2010-01-01,2013-09-02 08:20:43,2013-09-02 08:20:43,378389.0,378389.0,p:228325,c:205042,2010-06-01,2010-08-01,1.0,1.0,Consultant,2013-09-02 08:20:43,2013-09-02 08:20:43
p:228545,Huw,Aveston,london,Traffic Optimiser,BS,Human Sciences,University College London,2005-01-01,2013-09-02 15:52:23,2013-09-03 23:34:06,379247.0,379247.0,p:228545,c:260760,2013-01-01,,0.0,1.0,Managing Partner,2013-09-02 15:52:23,2013-09-03 23:34:06
p:228726,Richard,See,,Plumtree Software,BA,English,Trinity College,1982-01-01,2013-09-03 05:58:59,2013-09-03 05:58:59,379827.0,379827.0,p:228726,c:3766,,,0.0,1.0,Investor,2013-09-03 05:58:59,2013-09-03 05:58:59
p:229136,Nicole,Sanchez,,Kapor Center for Social Impact,MBA,,UC Berkeley Haas School of Business,,2013-09-03 20:50:38,2013-09-03 23:40:08,381093.0,381093.0,p:229136,c:261192,2010-10-01,2013-09-03,1.0,1.0,Managing Partner,2013-09-03 20:50:38,2013-09-06 13:20:26
p:231654,Sean,Wilkes,Hong Kong,Scede Staffing,,,,,,,389757.0,389757.0,p:231654,c:262898,2013-07-01,,0.0,1.0,Consultant,2013-09-09 11:11:56,2013-09-09 20:58:07
p:232164,Jessica,P. Einhorn,,Clark & Weinstock,MS,,Princeton University,,2013-09-10 10:55:25,2013-09-10 10:55:25,391510.0,391510.0,p:232164,c:263227,2000-01-01,2002-01-01,1.0,1.0,Consultant,2013-09-10 10:53:49,2013-09-10 10:53:49
p:232579,Rob,Hale,,source23,,,,,,,392736.0,392736.0,p:232579,c:263490,2001-03-04,2013-09-11,1.0,1.0,Partner,2013-09-11 07:24:20,2013-09-11 18:51:13
p:233112,Erskine,B. Bowles,,Forstmann Little & Co.,MS,,Virginia Episcopal School,,2013-09-12 07:27:59,2013-09-12 07:27:59,394358.0,394358.0,p:233112,c:263786,1999-03-01,2001-09-01,1.0,1.0,General Partner,2013-09-12 07:28:00,2013-09-12 07:28:00
p:233925,Sankaran,Sivaramakrishnan,Chennai,KBS Consultants,BS,"Accountancy, Taxation, Auditing, Finance, Commercial Law",Institute of Chartered Accountants of India,1982-01-01,2013-09-21 06:32:36,2013-09-21 19:34:24,397064.0,397064.0,p:233925,c:264267,1993-09-22,2013-09-13,1.0,1.0,Consultant,2013-09-13 14:22:36,2013-09-21 19:35:05
p:234877,Luke,Wang,,Mitchell Madison Group,PhD,,California Institute of Technology,1997-01-01,2013-09-17 06:27:19,2013-09-17 06:27:19,400680.0,400680.0,p:234877,c:79772,1997-10-01,2000-05-01,1.0,1.0,Consultant,2013-09-17 06:27:19,2013-09-17 06:27:19
p:235217,Benny,Peretz,,Greenoaks Capital Management,,,,,,,401659.0,401659.0,p:235217,f:9378,,,0.0,1.0,Partner,2013-09-17 20:14:26,2013-09-18 11:42:23
p:235230,Alex,Mason,,Brain Rack Industries Ltd.,MBA,International Business,Hult International Business School,2011-01-01,2013-09-18 10:11:28,2013-09-18 10:11:28,401690.0,401690.0,p:235230,c:265232,2013-03-01,,0.0,2.0,Managing Partner,2013-09-17 21:06:45,2013-09-17 21:21:21
p:235334,Niall,Olden,,Straatum Processware,BA,,University College Cork,1989-01-01,2013-09-18 06:03:52,2013-09-18 06:03:52,402018.0,402018.0,p:235334,c:60342,,,0.0,1.0,Investor,2013-09-18 06:03:52,2013-09-18 06:03:52
p:236130,Andre,Bliznyuk,,Runa Capital,,,,,,,404389.0,404389.0,p:236130,c:256252,2011-01-09,,0.0,1.0,Partner,2013-09-19 14:47:00,2013-09-20 16:09:07
p:236306,Tom S.,Anthofer,,Broadview International,MBA,,Duke Universitys Fuqua School,,2013-09-20 05:22:24,2013-09-20 05:22:24,404920.0,404920.0,p:236306,c:195724,1992-01-01,2003-01-01,1.0,1.0,Partner,2013-09-20 05:22:24,2013-09-20 05:22:24
p:237981,Andrey,Dulub,,SpinUp Venture,MS,Applied Mathematics and Physics,Moscow Institute of Physics and Technology,1990-01-01,2013-09-25 16:32:10,2013-09-25 18:30:36,409485.0,409485.0,p:237981,c:236185,2011-01-01,,0.0,1.0,Partner,2013-09-25 16:32:10,2013-09-25 18:30:36
p:240383,Cyprian,Gwó?d?,Poznan,Tony Blade,,,,,,,415877.0,415877.0,p:240383,c:268760,2013-09-19,,0.0,1.0,Consultant,2013-10-01 18:56:23,2013-10-02 22:02:56
p:241982,Peter,Benjamin,USA,YoungStartup.com,BS,M.I.S,SUNY At Old Westbury,1990-01-01,2013-10-05 14:50:29,2013-10-12 19:54:55,419636.0,419636.0,p:241982,c:269752,2000-09-01,2012-10-05,1.0,5.0,Consultant,2013-10-05 14:50:29,2013-10-07 23:08:56
p:242502,Peter,Dailey,,Richmond Park Partners,BA,International Relations,Stanford University,1980-01-01,2013-11-14 16:24:35,2013-11-15 01:12:56,421348.0,421348.0,p:242502,f:8939,2009-01-01,,0.0,1.0,Partner,2013-10-07 15:47:03,2013-10-07 17:28:35
p:245350,Marc,Bell,,Marc Bell Capital Partners,BS,,Babson College,1989-01-01,2013-10-16 17:25:33,2013-10-16 18:11:01,427601.0,427601.0,p:245350,f:14136,2002-04-01,,0.0,1.0,General Partner,2013-10-15 02:43:21,2013-10-16 18:10:24
p:246393,Keith,Haan,,ProQuest Investments,BA,Biochemistry,Northwestern University,,2013-10-17 08:26:14,2013-10-17 08:26:14,429935.0,429935.0,p:246393,f:2217,,,0.0,1.0,Partner,2013-10-17 08:26:14,2013-10-17 08:26:14
p:246621,Ivan,Alexander,,GVA Seed Capital Fund,,,The Wharton School,,2013-10-17 20:13:29,2013-10-17 22:51:34,430432.0,430432.0,p:246621,c:272563,,,0.0,1.0,Managing Partner,2013-10-17 20:13:29,2013-10-17 22:51:34
p:249136,Amir-Esmaeil,Bozorgzadeh,Tehran,Conovi,BS,Liberal Studies,York University,2006-01-01,2013-10-24 09:43:44,2013-10-25 00:29:58,436615.0,436615.0,p:249136,c:274127,2012-06-01,,0.0,1.0,Managing Partner,2013-10-24 09:43:44,2013-10-25 00:29:58
p:252726,Elias,Chavando,,Applied Marketing Strategies,,,,,,,445235.0,445235.0,p:252726,c:276606,2013-01-01,,0.0,2.0,Partner,2013-11-04 01:53:53,2013-11-08 00:10:43
p:253017,Maxwell,Wheeler,"Napa, California","Kinsight Industries, LLC",,,,,,,446056.0,446056.0,p:253017,c:276877,2011-04-01,,0.0,1.0,Managing Partner,2013-11-04 21:49:23,2013-11-08 00:22:16
p:253339,Tony,Morris,Florida,Red LeeMor LLC,BA,,Yale University,,2013-11-05 20:10:26,2013-11-08 00:27:53,446836.0,446836.0,p:253339,c:277172,2010-08-01,,0.0,1.0,Managing Partner,2013-11-05 20:10:26,2013-11-08 00:27:53
p:253660,Michel,Burgerhof,Naarden,Synchold BV,,,,,,,447568.0,447568.0,p:253660,c:277393,,,0.0,1.0,Managing Partner,2013-11-06 14:51:50,2013-11-08 00:35:15
p:254844,Kelly,Mi Li,,Be Great Partners,,,,,,,450169.0,450169.0,p:254844,c:199080,2013-02-01,,0.0,1.0,General Partner,2013-11-09 07:49:41,2013-11-12 19:28:14
p:254990,David Aaron,Gray,New York,Gray Financial Ventures,BS,Industrial & Labor Relations,Cornell University,2005-01-01,2013-11-09 23:43:01,2013-11-12 19:30:06,450595.0,450595.0,p:254990,c:278242,2012-03-01,2013-11-09,1.0,3.0,General Partner,2013-11-09 23:43:01,2013-11-12 19:30:05
p:255071,Lorenzo,Geraci,Siena,"Ahead of the Wave, Inc",MS,Finance,Boston University,,2013-11-10 15:05:15,2013-11-12 19:31:06,451015.0,451015.0,p:255071,c:278306,2013-01-18,,0.0,1.0,Managing Partner,2013-11-10 15:05:15,2013-11-12 19:31:06
p:256191,Mark,Austin,,Bright Capital,MS,,Williams College,,2013-11-13 05:10:32,2013-11-13 05:10:32,453310.0,453310.0,p:256191,f:7405,,,0.0,1.0,Venture Partner,2013-11-13 05:10:32,2013-11-13 05:10:32
p:256288,Tiffany,Clay,,McKinsey & Co,MBA,Business,Harvard University,,2013-11-13 06:19:50,2013-11-13 06:19:50,453539.0,453539.0,p:256288,c:241686,,,0.0,1.0,Consultant,2013-11-13 06:19:50,2013-11-13 06:19:50
p:256930,S,Ravi Shankar,,Law Senate,,,,,,,454791.0,454791.0,p:256930,c:279425,,,0.0,1.0,Partner,2013-11-14 09:32:43,2013-11-18 03:19:56
p:259131,M.R.,Lin,,Oak Technologies,MBA,,National Chiao Tung University,,2013-11-20 04:33:43,2013-11-20 04:33:43,459507.0,459507.0,p:259131,c:27381,,,0.0,1.0,Investor,2013-11-20 04:33:43,2013-11-20 04:33:43
p:259198,Yue-Teh,Jang,,The Vertical Group,BS,Materials Scienc,National Tsing-Hua University,,2013-11-20 06:05:48,2013-11-20 06:05:48,459615.0,459615.0,p:259198,f:2213,,,0.0,1.0,General Partner,2013-11-20 06:05:48,2013-11-20 06:05:48
p:260418,Victor,Luong,,Stanford Hospital & Clinics,BA,International Relations,Stanford University,,2013-11-22 06:36:04,2013-11-22 06:36:04,462015.0,462015.0,p:260418,c:181137,,,0.0,1.0,Consultant,2013-11-22 06:36:05,2013-11-22 06:36:05
p:260709,Brent,Threadgill,Berkely  CA,Kidder Peabody & Company,MBA,Finance & Banking,University of San Francisco,1995-01-01,2013-11-23 00:30:03,2013-11-26 21:45:18,462556.0,462556.0,p:260709,f:11037,,,1.0,1.0,Consultant,2013-11-23 00:30:04,2013-11-28 09:50:14
p:261543,Rusty,Grim,Hood River,Owen Jones & Partners LTD,BA,US History,UC Berkeley,1990-01-01,2013-11-25 23:03:17,2013-11-26 22:02:51,464631.0,464631.0,p:261543,c:282111,2002-03-22,,0.0,1.0,Partner,2013-11-25 23:03:18,2013-11-26 22:02:51
p:261739,Jordan,S. Davis,,Radius Ventures,MBA,Finance,Northwestern University - Kellogg School of Management,,2013-11-26 08:03:50,2013-11-26 08:03:50,465114.0,465114.0,p:261739,f:4802,,,0.0,1.0,Managing Partner,2013-11-26 08:03:50,2013-11-26 08:03:50
p:262154,Élizabeth,Douville,,AgeChem Venture Fund,BA,Signal Transduction,Imperial Cancer Research Fund,,2013-11-27 04:12:36,2013-11-27 04:12:36,465866.0,465866.0,p:262154,f:2861,,,0.0,1.0,General Partner,2013-11-27 04:32:53,2013-11-27 04:32:53
p:262393,Glen,R. Bressner,,Originate Ventures,BA,,Boston University,,2013-11-27 10:01:50,2013-11-27 10:01:50,466333.0,466333.0,p:262393,f:1713,,,0.0,1.0,Managing Partner,2013-11-27 10:01:51,2013-11-27 10:01:51
p:262539,Andrew,Aran,"Mayaguez, PR",Regency Wealth Management,MBA,Finance and International  Business,Fordham University,1980-01-01,2013-11-27 17:58:08,2013-12-03 04:56:46,466610.0,466610.0,p:262539,f:14847,2009-01-01,,0.0,3.0,Partner,2013-11-27 17:58:08,2013-12-03 04:56:45
p:263390,Louis,Glass,,Olswang,,,,,,,468561.0,468561.0,p:263390,c:245627,2012-05-01,,0.0,1.0,Partner,2013-11-29 13:07:47,2013-12-03 05:36:16
p:264107,Nuno,Santos,London,BrandEmotivity,,,,,,,470781.0,470781.0,p:264107,c:283531,2010-01-01,,0.0,1.0,Managing Partner,2013-12-02 13:59:50,2013-12-06 20:41:02
p:264281,Jeff,Barnes,,Clean Pacific Ventures,MS,Management,London School of Economics and Political Science,,2013-12-03 04:49:17,2013-12-03 04:49:17,471094.0,471094.0,p:264281,f:1332,,,0.0,1.0,General Partner,2013-12-03 04:49:17,2013-12-03 04:49:17
p:264323,Julia,Salaverría,,Ysios Capital,,Economics,Universidad Autónoma of Madrid,,2013-12-03 05:30:43,2013-12-03 05:30:43,471178.0,471178.0,p:264323,f:3759,,,0.0,1.0,General Partner,2013-12-03 05:30:43,2013-12-03 05:30:43
p:264393,Christian,Waldvogel,,Viventures,PhD,Cryptography,Swiss Federal Institute of Technology,,2013-12-03 07:01:37,2013-12-03 07:01:37,471300.0,471300.0,p:264393,f:4205,,,0.0,1.0,Partner,2013-12-03 07:01:37,2013-12-03 07:01:37
p:265486,Mohanbir,Singh Gyani,,Primera Capital,BA,,San Francisco State University,,2013-12-05 06:40:29,2013-12-05 06:40:29,473551.0,473551.0,p:265486,f:3817,,,0.0,1.0,Partner,2013-12-05 06:40:29,2013-12-05 06:40:29
p:266055,Samantha,L. Toler,,SCA Consulting,MBA,,New York University,,2013-12-06 06:08:38,2013-12-06 06:08:38,474702.0,474702.0,p:266055,c:239169,,,0.0,1.0,Consultant,2013-12-06 06:08:38,2013-12-06 06:08:38
p:267041,Josh,Cohen,,City Light Capital,,,University of Michigan,,2013-12-09 07:54:01,2013-12-09 07:54:01,477400.0,477400.0,p:267041,f:2924,,,0.0,1.0,Managing Partner,2013-12-09 07:54:01,2013-12-09 07:54:01
